question_text,category,score,confidence
How would you explain Retrieval-Augmented Generation (RAG) to a non-technical business stakeholder?,technical,0.6303,medium
How is metadata extracted and utilized in improving retrieval quality in a RAG system?,technical,0.5143,low
"How do you evaluate your system before production, including the creation and use of a golden dataset?",technical,0.5324,low
What is your experience with Retrieval-Augmented Generation (RAG) and large language models?,technical,0.5298,low
"What vector databases have you used, and how did you decide when to switch from one (e.g., ChromaDB) to another (e.g., Milvus)?",technical,0.557,medium
"What role does a knowledge graph play in your system, and why did you consider integrating it alongside a vector database?",technical,0.5722,medium
"Why did you choose your final vector database over alternatives such as Chroma, Pinecone, or Weaviate, and what trade-offs influenced that decision?",technical,0.4963,low
What factors would you consider when choosing a vector database for a production RAG system?,technical,0.5107,low
How do you evaluate both retrieval and generation components in a RAG system?,technical,0.6435,medium
"How did you construct your gold evaluation dataset, and how did you ensure it covered real-world and edge-case scenarios?",technical,0.5078,low
"What types of data did you ingest into your system, and how did you handle preprocessing, chunking strategy, and storage in the vector database?",technical,0.5357,low
"What databases and storage systems are you familiar with, including relational, NoSQL, graph, and vector databases?",technical,0.5329,low
What retrieval strategies beyond semantic and keyword search are commonly used in modern RAG systems?,technical,0.5043,low
"What is Retrieval-Augmented Generation (RAG), and how does it incorporate custom knowledge bases into LLM workflows?",technical,0.6218,medium
"What is Retrieval-Augmented Generation (RAG), and how does it improve response accuracy using external knowledge bases?",technical,0.6916,medium
"How do you use BERTScore (or similar metrics) to evaluate generated responses, and how does it differ from traditional precision/recall-based evaluation?",technical,0.546,low
"How do tools like MLflow, DVC, and Databricks fit into an MLOps workflow?",technical,0.57,medium
How do you reconcile traditional metrics like precision/recall with generation-based metrics like BERTScore?,technical,0.5718,medium
"How did you use evaluation metrics (e.g., BERTScore) to iteratively improve your system?",technical,0.5059,low
"How did you select your vector database, and what factors influenced your choice?",technical,0.6247,medium
"How did you use tools like MLflow, DVC, or Databricks in your ML lifecycle?",technical,0.5469,low
"How did you select and evaluate your vector database, and what trade-offs did you consider when choosing it?",technical,0.6161,medium
"What role did the vector database play in your system, and how did you configure it for efficient retrieval?",technical,0.661,medium
Why is retrieval quality more critical than generation quality in RAG systems?,technical,0.5642,medium
Explain how vector databases perform similarity search and how you used them.How do you update and maintain a knowledge base in a vector database?,technical,0.6038,medium
How did you use MLflow and SageMaker in your workflow?,technical,0.5511,medium
"How did you evaluate your RAG system across retrieval and generation stages (e.g., precision@k, recall@k, LLM-as-judge)?",technical,0.544,low
"How did you structure and manage vector databases (e.g., Milvus), including indexing and scalability considerations?",technical,0.5899,medium
How did you handle embedding drift or frequent corpus updates in your system?,technical,0.4878,low
"Which embedding models and vector databases did you use, and how did you choose them?",technical,0.5791,medium
"What role does a vector database like Milvus play in your system, and how is it integrated?",technical,0.6377,medium
"Why did you choose Milvus as your vector database, and how did it support hybrid retrieval?",technical,0.4941,low
What evaluation strategies and metrics did you use to assess both retrieval and generation quality in your RAG system?,technical,0.5382,low
What trade-offs did you consider when deciding not to index all available data in the vector database?,technical,0.4873,low
"How did you load, clean, chunk, embed, and store documents in the vector database?",technical,0.55,medium
"How do you use metadata, collections, and versioning to manage and retrieve documents effectively in a vector database?",technical,0.4809,low
"What role did the vector database (e.g., Milvus) play in your system, and how did you integrate it?",technical,0.6409,medium
How did you evaluate both retrieval and generation performance in your RAG system?,technical,0.59,medium
How did you evaluate retrieval and generation performance in your RAG system?,technical,0.5765,medium
"What role did re-ranking play in your RAG system, and how did it improve retrieval quality?",technical,0.529,low
"How is data stored in a vector database, and how are embeddings used during retrieval?",technical,0.6006,medium
"How did you choose and evaluate vector databases (e.g., Chroma vs Milvus), and what factors influenced your production choice?",technical,0.5219,low
"How did you decide on the choice of vector database (e.g., Milvus over ChromaDB), and what scalability considerations influenced your decision?",technical,0.5453,low
"How did you evaluate the RAG system at both the retrieval and generation stages, and what metrics did you use?",technical,0.5475,low
"Can you describe your experience working with different databases, including traditional databases and vector databases, and how you decide which to use in a given system?",technical,0.5918,medium
"What was your approach to fine-tuning transformer models (e.g., RoBERTa), and what was the specific use case and strategy?",technical,0.5113,low
How do you evaluate retrieval quality and generated responses in a RAG system?,technical,0.5581,medium
"How have you used vector databases such as ChromaDB and FAISS, and what factors led you to transition between them in production?",technical,0.5232,low
"How have you used vector databases like ChromaDB and FAISS, and what factors influenced your transition between them in production?",technical,0.5203,low
What are the trade-offs between different vector databases and search approaches in large-scale AI systems?,technical,0.4867,low
"What considerations guided your choice of vector databases (e.g., Milvus vs. ChromaDB), and how did they impact system performance and scalability?",technical,0.5785,medium
"What considerations influenced your choice of vector databases like FAISS or Pinecone, and how did you ensure scalability?",technical,0.4881,low
"What is your experience working with different databases, including relational databases and vector databases, and how did you choose between them?",technical,0.5912,medium
"What types of metrics do you track for your product, and how are they defined?",technical,0.4937,low
What were the trade-offs and reasons for choosing vector databases like ChromaDB initially and later migrating to Milvus?,technical,0.4788,low
How did you manage metadata and indexing strategies in your vector database to improve retrieval quality?,technical,0.4977,low
"How have you used tools like MLflow, Databricks, or DVC to manage experiments and datasets in an ML workflow?",technical,0.4867,low
"How would you design the embedding and vector storage layer, and what considerations would guide your choice of vector database and scaling strategy?",technical,0.5149,low
"How did you improve retrieval quality in your RAG system, and what role did hybrid search and re-ranking play?",technical,0.5356,low
What considerations did you take into account when selecting and integrating vector databases like Milvus into your solution?,technical,0.5035,low
"When would you choose LangChain versus LangGraph, and what are the key differences in their use cases?",technical,0.7204,medium
"What is LoRA, and why would you use it instead of full fine-tuning for large language models?",technical,0.5875,medium
"Can you explain your experience working with vector databases such as ChromaDB and Milvus, including how you managed metadata and retrieval efficiency?",technical,0.5076,low
What trade-offs influenced your choice of vector databases (ChromaDB vs. Milvus) as your data scaled?,technical,0.478,low
"What are the different types of LLM fine-tuning methods, and when would you choose parameter-efficient techniques like LoRA or QLoRA over full fine-tuning?",technical,0.5482,low
"Which embedding models and vector databases have you used, and how do they compare in terms of performance and scalability?",technical,0.5175,low
What evaluation framework and metrics did you use to assess both retrieval and generation quality in your RAG system?,technical,0.547,low
What are the trade-offs between different vector databases such as Milvus and Pinecone in production systems?,technical,0.4984,low
"What indexing strategy did you use in your vector database, and why was it suitable for your use case?",technical,0.4962,low
"What challenges did you face in retrieving relevant data from vector databases, and how did you improve retrieval quality beyond cosine similarity?",technical,0.4966,low
"How did you evaluate and choose between different vector databases (e.g., ChromaDB, Milvus, Pinecone) in terms of cost, performance, and scalability trade-offs?",technical,0.5178,low
Why did you choose Milvus as your vector database over alternatives like ChromaDB or relational databases?,technical,0.5293,low
"What does human-in-the-loop mean in the context of AI systems, and when would you incorporate it into a workflow?",technical,0.5361,low
"What role does MLflow play in your workflow, and how is it integrated into your internal ML platform?",technical,0.6914,medium
"What data is stored in the vector database, and how are embeddings generated and utilized?",technical,0.6396,medium
"How did you evaluate your RAG system in the POC stage, and what metrics did you use for both retrieval and generation?",technical,0.5069,low
How do Precision@K and Recall@K help assess retrieval quality in a RAG system?,technical,0.5054,low
"What is MLflow, and how did you use it with Databricks for experiment tracking and versioning?",technical,0.6007,medium
What are the trade-offs between using LangChain and LangGraph for building agentic systems?,technical,0.612,medium
"What is a vector database, and why is it important in LLM-based applications?",technical,0.7385,medium
"What embedding models did you use, and how did you integrate them with your vector database for efficient retrieval?",technical,0.4968,low
"How did you structure and store embeddings in your vector database, and how were they queried during runtime?",technical,0.585,medium
"What was your approach to structuring data in the vector database, and how did you handle the absence of a strict schema?",technical,0.5635,medium
"How do vector databases retrieve relevant information, and what role do metadata and similarity search play in this process?",technical,0.5954,medium
"How do vector databases enable semantic search, and why are they more effective than traditional keyword-based approaches?",technical,0.5521,medium
"Can you explain how your system handled embedding generation, metadata management, and vector database interactions?",technical,0.5097,low
"Why did you use Neo4j alongside a vector database, and how did it enhance retrieval?",technical,0.5154,low
"What is Retrieval-Augmented Generation (RAG), and how does it improve upon a standalone LLM?",technical,0.7002,medium
"What is the role of the Diagnostic Retrieval Agent, and how does it leverage the vector database for information retrieval?",technical,0.5086,low
Can you explain your experience with fine-tuning models using LoRA and how you structured your training data?,technical,0.6353,medium
"Explain how hybrid retrieval systems combining semantic search and keyword-based methods like BM25 work, and why they are beneficial.What evaluation metrics do you use for RAG systems, and how do they help assess retrieval and generation quality?",technical,0.5188,low
"What role did AWS services such as SageMaker, EKS, and MLFlow play in your ML infrastructure and deployment workflows?",technical,0.4778,low
"Which models have you fine-tuned, and how did you apply parameter-efficient techniques such as LoRA and QLoRA during fine-tuning?",technical,0.5465,low
"Why did your team initially consider migrating from LangChain to LangGraph, and what advantages were expected?",technical,0.5855,medium
"How did you use MLflow in your experimentation workflow, and how did it support model tracking and reproducibility?",technical,0.6015,medium
"What are the advantages of using GraphQL over REST APIs, and in what scenarios would you prefer one over the other?",technical,0.702,medium
"What are the key components required to set up a GraphQL server in a Node.js application, and what is the role of each component?",technical,0.5126,low
"In GraphQL, what is the purpose of types, queries, and mutations, and how do they work together?",technical,0.5617,medium
"What considerations guided your choice and use of vector databases like PGVector, ChromaDB, and FAISS?",technical,0.6176,medium
"Why did you choose a specific vector database (e.g., Milvus) over alternatives, and what trade-offs did you evaluate?",technical,0.5369,low
What metrics did you use to evaluate retrieval performance and generation quality in your RAG system?,technical,0.5093,low
What are the key trade-offs and considerations when selecting and integrating vector databases for retrieval-augmented generation systems?,technical,0.5084,low
"How did you evaluate retrieval and generation performance in your RAG system using metrics like Precision@K, Recall@K, BLEU, and ROUGE?",technical,0.4926,low
"What factors influenced your choice of vector databases such as ChromaDB, Milvus, and PGVector, and how did you use them in different stages?",technical,0.5862,medium
"What type of data did you store in the vector database, and how did its structure influence retrieval performance?",technical,0.6108,medium
"What is your experience with vector databases like Milvus, and how do they integrate into retrieval-augmented generation systems?",technical,0.5506,medium
"What embedding models and vector databases did you use, and how did you evaluate and choose between them?",technical,0.571,medium
"What trade-offs did you consider when choosing vector databases like ChromaDB, PGVector, and MilvusDB across different phases of your project?",technical,0.5299,low
"Can you explain the role of LangChain and LangGraph in building agentic AI systems, and how you structured different agents?",technical,0.5366,low
"What vector databases or ranking systems have you used, and how do ChromaDB, PGVector, and Milvus differ in terms of scalability and use cases?",technical,0.5437,low
"How does LangGraph improve upon LangChain for agentic workflows, and how did you apply it in your system?",technical,0.5172,low
"Can you explain your experience with ML Ops at Cigna, including how you managed model lifecycle, experimentation, and deployment using MLflow?",technical,0.5609,medium
"How have you worked with vector databases such as ChromaDB and PGVector, and what considerations influenced your choice of database?",technical,0.6301,medium
"Which evaluation metrics did you use for retrieval and generation in your RAG system, and why?",technical,0.5377,low
"In what scenarios is PGVector a suitable choice for vector storage, and what are its limitations compared to other vector databases?",technical,0.565,medium
How do vector databases support use cases like storing and retrieving standard clauses or contract playbooks in AI systems?,technical,0.5389,low
"Describe an end-to-end MLOps workflow for deploying a trained machine learning model, including version control, containerization, deployment, and monitoring.How do you use MLflow for model tracking, registration, and serving, including setting tracking URIs and managing experiments?",technical,0.5082,low
"Explain your experience performing A/B testing on LLM-based systems and how it influenced system improvements.What is the difference between Retrieval-Augmented Generation (RAG) and fine-tuning, and when would you choose one over the other?",technical,0.5132,low
"What are vector databases such as ChromaDB and PGVector, and how do they support embedding-based retrieval systems?",technical,0.6378,medium
"What are vector databases such as ChromaDB and PGVector, and how do they support similarity-based retrieval?",technical,0.6245,medium
What trade-offs did you consider when choosing between vector databases like ChromaDB and PGVector?,technical,0.5316,low
"What vector databases have you worked with (e.g., ChromaDB, PGVector), and how do you decide when to migrate between them?",technical,0.5525,medium
"How have you used tools like MLflow for experiment tracking, hyperparameter tuning, and performance monitoring?",technical,0.5213,low
What is your experience working with vector databases and relational databases such as PostgreSQL in AI systems?,technical,0.5288,low
"What role do vector databases play in your system, and how do they interact with LLMs during query processing?",technical,0.6185,medium
